Country,Authority Score
Armenia  Republic of,3.9355701548e-07
Dominica,3.27767810414e-07
Vanuatu,3.21680199135e-07
Vatican,3.06904777426e-07
Bosnia and Herzegovina,2.92937318985e-07
Maldives,2.19304307552e-07
Bhutan,2.18087608694e-07
Burkina Faso,2.04002308657e-07
Timor-Leste  Dem. Rep. of,1.91200103708e-07
Cabo Verde,1.83027955736e-07
Benin,1.81040227597e-07
Solomon Islands,1.66172423281e-07
Myanmar,1.55617444167e-07
Equatorial Guinea,1.21370058366e-07
Niger,1.16801470773e-07
Greenland,9.65150647216e-08
Grenada,8.34229232083e-08
Tajikistan,7.45064701602e-08
Burundi,7.42133175265e-08
Tonga,4.07273938619e-08
Guinea-Bissau,3.99888890361e-08
Antigua and Barbuda,3.79441691448e-08
British Indian Ocean Territory,3.249432135e-08
Korea  Democratic People's Rep. of,2.85039994385e-08
Central African Republic,2.34778613599e-08
Sao Tome and Principe,1.59239513953e-08
Sint Maarten,3.81639164715e-17
Curacao,8.23993651089e-18
