Country,Authority Score
Myanmar,1.85255008967e-07
Vanuatu,1.69888231817e-07
Suriname,1.62799189593e-07
Gambia  The,1.60112282429e-07
Mali,1.55110896956e-07
Armenia  Republic of,1.53856308213e-07
US Pacific Islands,1.51447565488e-07
Papua New Guinea,1.49506313609e-07
Benin,1.48311616845e-07
Vatican,1.40240405937e-07
Guinea,1.34437702509e-07
Montenegro,1.32233023984e-07
Dominica,1.27972188824e-07
Bosnia and Herzegovina,1.20954856265e-07
British Indian Ocean Territory,1.19676640655e-07
Burkina Faso,1.02467749123e-07
Lao People's Democratic Republic,1.00464714229e-07
Solomon Islands,9.14852138635e-08
Turkmenistan,8.5485746603e-08
Togo,7.73115408268e-08
Puerto Rico,6.83286051351e-08
Equatorial Guinea,5.88356191891e-08
Maldives,5.76262326624e-08
Bhutan,5.01565081843e-08
Antigua and Barbuda,4.94279617635e-08
Grenada,4.71090846593e-08
Chad,4.65494190021e-08
Niger,4.10028077463e-08
Burundi,2.53009309068e-08
Tajikistan,2.39913038533e-08
Korea  Democratic People's Rep. of,2.06032899786e-08
Greenland,1.83854344145e-08
Tonga,1.66336793367e-08
Central African Republic,1.07082014965e-08
Guinea-Bissau,9.42920127048e-09
Sao Tome and Principe,4.70080261696e-09
Curacao,9.71445146547e-17
Sint Maarten,6.41847686111e-17
Netherlands Antilles,4.16333634234e-17
